thumb_rms,thumb_mav,thumb_wl,thumb_zc,thumb_ssc,thumb_var,index_rms,index_mav,index_wl,index_zc,index_ssc,index_var,middle_rms,middle_mav,middle_wl,middle_zc,middle_ssc,middle_var,ring_rms,ring_mav,ring_wl,ring_zc,ring_ssc,ring_var,little_rms,little_mav,little_wl,little_zc,little_ssc,little_var,label
509.8662723226297,509.86086956521746,114.00000000000006,0,26,5.509338374291132,510.6980746764774,510.69565217391306,71.40000000000015,0,24,2.474328922495281,510.89786437808385,510.895652173913,71.19999999999976,0,27,2.260415879017016,508.40120411720716,508.4,38.80000000000018,0,24,1.2243478260869598,148.78765434993767,148.78695652173914,13.20000000000013,0,20,0.2076559546313789,0
509.764116805615,509.7608695652173,94.99999999999989,0,26,3.310642722117208,510.6632652098471,510.6608695652174,69.20000000000016,0,23,2.4467296786389605,510.493334283442,510.49130434782614,69.19999999999999,0,28,2.0725330812854406,508.1139002745092,508.1130434782608,38.0,0,24,0.8706994328922425,148.55256718546235,148.55217391304348,13.000000000000028,0,18,0.1168431001890349,0
509.8215629874403,509.8173913043479,103.39999999999975,0,27,4.2536105860113524,510.46363410054045,510.4608695652175,76.59999999999991,0,22,2.822381852551999,509.96756930135314,509.9652173913044,86.39999999999975,0,26,2.3987901701323,508.1009476900021,508.10000000000014,41.7999999999999,0,24,0.9630434782608539,148.57880064127588,148.5782608695652,15.999999999999972,0,19,0.16039697542532985,0
509.26694289972806,509.2608695652174,105.60000000000025,0,20,6.1858601134215725,510.3898586630488,510.38695652173914,71.0,0,18,2.9624385633270425,510.215423385916,510.213043478261,77.39999999999964,0,24,2.4285255198487437,508.26215248843187,508.2608695652174,38.600000000000136,0,18,1.3041209829867568,148.62658197497922,148.62608695652176,12.999999999999943,0,14,0.14714555765595608,0
510.02009593825767,510.0130434782608,85.19999999999999,0,22,7.193742911153108,510.5567046819111,510.55217391304353,64.99999999999994,0,16,4.6264083175803234,510.2912825470158,510.28695652173906,77.5999999999998,0,21,4.415047258979182,508.4053954148761,508.4043478260869,33.20000000000033,0,15,1.0651984877126617,148.5224854884006,148.5217391304348,13.199999999999847,0,13,0.2217013232514153,0
510.5189806120997,510.513043478261,109.60000000000042,0,26,6.062003780718378,510.5519468524066,510.54782608695655,83.39999999999992,0,18,4.207712665406416,509.9783354307276,509.9739130434783,89.59999999999997,0,22,4.510623818525506,508.2186639968889,508.2173913043478,39.0000000000004,0,20,1.2936105860113583,148.50070121339348,148.50000000000003,14.399999999999835,0,18,0.2082608695652136,0
509.56632797771846,509.5608695652174,116.00000000000063,0,26,5.562816635160769,510.6201004235162,510.6173913043478,85.4000000000002,0,27,2.76665406427222,509.95949711291024,509.9565217391306,83.00000000000034,0,25,3.0346313799622164,507.9359930576669,507.93478260869557,40.60000000000031,0,26,1.2296597353497394,148.8091979391877,148.80869565217395,13.000000000000028,0,20,0.14948960302457578,0
509.1813164713315,509.17826086956524,73.60000000000025,0,27,3.111701323251451,510.45382195437236,510.4521739130434,45.00000000000034,0,21,1.6824952741021,509.8462854455338,509.8434782608696,68.80000000000018,0,26,2.862457466918721,508.3313109962148,508.3304347826086,32.600000000000136,0,26,0.8908128544423668,148.6489152331762,148.6478260869565,14.000000000000256,0,22,0.3237996219281692,0
509.23398653612884,509.23043478260865,74.99999999999977,0,29,3.6173345935727776,510.3274370866986,510.3260869565218,51.000000000000114,0,23,1.3780151228733566,509.68482759275946,509.6826086956522,60.40000000000009,0,28,2.261871455576571,508.8657318423774,508.86521739130427,30.800000000000125,0,26,0.5235727788279847,148.58770795904263,148.58695652173915,11.400000000000034,0,19,0.22330812854442386,0
509.4211975583065,509.4173913043479,73.0000000000004,0,29,3.8779584120983417,510.5409100841629,510.5391304347826,57.80000000000001,0,28,1.817164461247647,510.09271876702036,510.0913043478261,55.40000000000032,0,28,1.4429678638941459,508.68299259609785,508.6826086956522,31.60000000000042,0,29,0.3905671077504778,148.67414324476607,148.67391304347825,9.800000000000068,0,16,0.06844990548204154,0
